"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPTBN1",25738.5262584278,-0.212005949983228,0.0558965767292037,-3.79282529250961,0.000148942949169763,0.000800723178137963
"MPI",1221.79932423808,0.262772340011261,0.069285278403461,3.79261433404495,0.000149069578406925,0.000801195730970135
"CDH13",5637.70011186516,-0.191784234803752,0.0505717419433275,-3.79232012649815,0.000149246347723795,0.00080193745334082
"PWP1",3491.63062960627,0.194403651668736,0.0512652666947848,3.7921123638378,0.000149371297054098,0.000802400421230361
"SEPHS1",2938.70530829749,0.188662334651369,0.049753400679866,3.79194853162502,0.000149469895874135,0.000802721634462159
"PLK1",4200.64113928844,0.275578283105702,0.0726937341250752,3.79094961102903,0.00015007240134415,0.000805748187543844
"MPHOSPH8",2337.97261559096,0.30091120331168,0.0793809379268795,3.79072370735729,0.000150208973261594,0.000806272192491591
"FASTK",1625.41512591446,-0.261961553789915,0.0691275332298861,-3.78954002190058,0.000150926494860038,0.00080991346281961
"SORD",2450.38982274247,0.24523925651482,0.0647159393296596,3.78947225451807,0.000150967671311991,0.000809924329987333
"MICALL1",9010.56618212332,-0.246877136676267,0.0651742894896642,-3.78795286622063,0.00015189365523735,0.000814680851930273
"AASS",2354.62706504331,0.325243949056275,0.0858882503275357,3.78682704346583,0.000152583228317026,0.000818167248365555
"ALDH3A2",5479.5573895285,-0.216100127082548,0.0570883439338896,-3.78536338929011,0.000153484131746802,0.000822784719732082
"NUDT12",1546.81223541597,-0.381988367055554,0.100922026973693,-3.78498508710221,0.000153717796010411,0.000823823846131443
"CNOT1",12932.0886006283,-0.160845920263168,0.0425072056674922,-3.78396833518926,0.000154347469199807,0.000826984225676356
"PPP5C",3991.40348312188,0.204578445364022,0.0540714905036545,3.78348078550184,0.000154650268585291,0.000828392052362486
"GABPB1-AS1",1448.01375893397,-0.347226887613545,0.09178192385242,-3.78317290637604,0.000154841769047941,0.000829203126144125
"FRAS1",78.4926852462335,0.669886988891224,0.177087942519781,3.78279277154286,0.000155078520399417,0.000830256043349573
"AC021066.1",9.42530489010216,2.2490714184666,0.594794338583649,3.78125895384646,0.000156037261001403,0.000835172786115402
"MTUS1",118.204073042584,-0.769988175617865,0.203743742881598,-3.77919912890445,0.000157333570620225,0.000841893320077753
"CYB5D2",339.80371761389,-0.444222826374442,0.117592314496389,-3.77765186676449,0.000158313967938266,0.000846920365849215
"C21orf58",369.781558549836,0.384637928398514,0.101833708664859,3.7771179449467,0.00015865361096343,0.000848298591367402
"MTG2",1962.53876431019,-0.295677611797354,0.0782805277469251,-3.77715404210427,0.00015863062692727,0.000848298591367402
"CTTNBP2NL",3624.24203408621,-0.285851641410621,0.0756979006557518,-3.77621623498618,0.000159228772042041,0.000851153903677958
"NPEPPSP1",79.5669051197279,0.995894864043538,0.263744910846376,3.77597755667641,0.000159381342534593,0.000851749375616929
"HDAC2",6262.73398896936,0.215018652758818,0.0569615484664036,3.77480350425582,0.000160133837652998,0.000855549767439972
"MBLAC2",720.09272980394,-0.450835315365542,0.119435817847297,-3.77470781790057,0.000160195313815054,0.000855657231317329
"NDUFAF1",583.495031872475,0.298725958685371,0.0791424740511922,3.77453399412487,0.000160307048195745,0.000856033016526943
"PPM1F",1976.53486876853,0.243085977420779,0.0644066586045819,3.77423674333395,0.000160498291739812,0.00085675375284111
"ZGPAT",144.48811435603,0.609403745882302,0.161465866612693,3.77419549200496,0.000160524848746176,0.00085675375284111
"ATG4A",368.772686563934,0.543452038917449,0.144025860643065,3.7732948547641,0.000161105697623544,0.000859410409164069
"LRFN3",747.805979089136,0.397927248874785,0.105458763222164,3.77329713260999,0.000161104226078635,0.000859410409164069
"JPT1",5749.09611196639,0.186354332603108,0.0494059676499249,3.7718992556437,0.000162009670909289,0.000864009812348664
"SPTAN1",16339.1291854219,-0.247149100503266,0.0655382034389197,-3.77106920139494,0.000162549584290538,0.000866665786138751
"SMARCD1",4027.72561237798,-0.172690010851082,0.045794941990544,-3.77094070534558,0.000162633316432345,0.000866888795938142
"FAM81A",228.308642534834,0.523710787339518,0.138899202184231,3.7704376922546,0.000162961486424956,0.000868414288942059
